trade_id,action,score,market_regime,profit,TrendAgent,StructureAgent,SmartMoneyAgent,VolatilityAgent,PullbackAgent,TrendAgent_used,StructureAgent_used,SmartMoneyAgent_used,VolatilityAgent_used,PullbackAgent_used,bos_signal,choch_signal,fvg_signal,chan_trend,divergence
6395,LONG,49.6,SIDEWAYS,531.0624623187317,LONG,HOLD,LONG,HOLD,HOLD,True,False,True,False,False,,,BULLISH_FVG,BULL,"{'bull_divergence': np.False_, 'bear_divergence': np.False_}"
6630,SHORT,57.6,SIDEWAYS,610.7191605376207,SHORT,SHORT,HOLD,HOLD,SHORT,True,True,False,False,True,,,,BULL,"{'bull_divergence': np.True_, 'bear_divergence': np.False_}"
6832,LONG,100.0,SIDEWAYS,-221.11580564714765,LONG,LONG,LONG,HOLD,HOLD,True,True,True,False,False,BULLISH,BULLISH_CHOCH,,BULL,"{'bull_divergence': np.False_, 'bear_divergence': np.False_}"
6854,SHORT,69.6,SIDEWAYS,-46.4558512713114,SHORT,SHORT,HOLD,HOLD,SHORT,True,True,False,False,True,,,,BEAR,"{'bull_divergence': np.False_, 'bear_divergence': np.False_}"
6898,LONG,75.2,SIDEWAYS,-81.88462691224662,LONG,LONG,LONG,HOLD,LONG,True,True,True,False,True,,,,BEAR,"{'bull_divergence': np.False_, 'bear_divergence': np.True_}"
6903,SHORT,97.0,SIDEWAYS,-679.4740696438548,SHORT,SHORT,HOLD,HOLD,SHORT,True,True,False,False,True,BEARISH,,,BEAR,"{'bull_divergence': np.False_, 'bear_divergence': np.False_}"
6941,LONG,100.0,SIDEWAYS,-597.6468072582766,LONG,LONG,HOLD,LONG,HOLD,True,True,False,True,False,BULLISH,BULLISH_CHOCH,BULLISH_FVG,BEAR,"{'bull_divergence': np.False_, 'bear_divergence': np.True_}"
6990,LONG,71.8,SIDEWAYS,-215.71070657667926,LONG,LONG,LONG,HOLD,HOLD,True,True,True,False,False,,,,BULL,"{'bull_divergence': np.False_, 'bear_divergence': np.False_}"
7049,LONG,79.0,SIDEWAYS,-4.460026032576506,SHORT,LONG,HOLD,HOLD,HOLD,False,True,False,False,False,BULLISH,BULLISH_CHOCH,,BULL,"{'bull_divergence': np.False_, 'bear_divergence': np.True_}"
7051,LONG,79.0,SIDEWAYS,45.497379755422514,SHORT,LONG,HOLD,HOLD,HOLD,False,True,False,False,False,BULLISH,BULLISH_CHOCH,,BULL,"{'bull_divergence': np.False_, 'bear_divergence': np.True_}"
7053,LONG,100.0,SIDEWAYS,-143.57948564672566,SHORT,LONG,HOLD,HOLD,HOLD,False,True,False,False,False,BULLISH,BULLISH_CHOCH,BULLISH_FVG,BULL,"{'bull_divergence': np.False_, 'bear_divergence': np.False_}"
7064,SHORT,80.0,SIDEWAYS,-22.13174534968454,SHORT,SHORT,SHORT,HOLD,SHORT,True,True,True,False,True,,,,BULL,"{'bull_divergence': np.True_, 'bear_divergence': np.False_}"
7115,LONG,100.0,SIDEWAYS,-267.64419716280065,LONG,LONG,LONG,HOLD,HOLD,True,True,True,False,False,BULLISH,BULLISH_CHOCH,,BEAR,"{'bull_divergence': np.False_, 'bear_divergence': np.False_}"
7121,SHORT,50.8,SIDEWAYS,-20.556511167009965,SHORT,SHORT,HOLD,HOLD,SHORT,True,True,False,False,True,,,,BULL,"{'bull_divergence': np.False_, 'bear_divergence': np.False_}"
7123,LONG,80.0,SIDEWAYS,344.0442911546498,LONG,LONG,LONG,LONG,HOLD,True,True,True,True,False,,,BULLISH_FVG,BULL,"{'bull_divergence': np.False_, 'bear_divergence': np.False_}"
7210,SHORT,70.8,SIDEWAYS,-160.82262873522615,SHORT,SHORT,HOLD,LONG,SHORT,True,True,False,False,True,,,,BEAR,"{'bull_divergence': np.True_, 'bear_divergence': np.False_}"
7235,LONG,50.0,SIDEWAYS,-32.687115517782445,LONG,HOLD,SHORT,LONG,LONG,True,False,False,True,True,,,,BULL,"{'bull_divergence': np.False_, 'bear_divergence': np.False_}"
7255,SHORT,56.5,SIDEWAYS,95.08259924770871,SHORT,SHORT,HOLD,HOLD,HOLD,True,True,False,False,False,BEARISH,,,BEAR,"{'bull_divergence': np.True_, 'bear_divergence': np.False_}"
7337,LONG,100.0,SIDEWAYS,-341.4922757049313,LONG,LONG,HOLD,LONG,HOLD,True,True,False,True,False,BULLISH,BULLISH_CHOCH,BULLISH_FVG,BEAR,"{'bull_divergence': np.False_, 'bear_divergence': np.False_}"
7412,SHORT,100.0,SIDEWAYS,56.15168620587063,SHORT,SHORT,SHORT,LONG,HOLD,True,True,True,False,False,BEARISH,,BEARISH_FVG,BEAR,"{'bull_divergence': np.False_, 'bear_divergence': np.False_}"
7547,LONG,80.0,SIDEWAYS,-132.34516848787803,LONG,LONG,LONG,HOLD,LONG,True,True,True,False,True,,,,BULL,"{'bull_divergence': np.False_, 'bear_divergence': np.False_}"
7565,LONG,80.0,SIDEWAYS,-14.275498340459396,SHORT,LONG,LONG,HOLD,LONG,False,True,True,False,True,,,BULLISH_FVG,BEAR,"{'bull_divergence': np.False_, 'bear_divergence': np.False_}"
7572,LONG,58.4,SIDEWAYS,18.094007096620164,SHORT,LONG,LONG,HOLD,SHORT,False,True,True,False,False,,,,BEAR,"{'bull_divergence': np.False_, 'bear_divergence': np.True_}"
7580,SHORT,73.5,SIDEWAYS,231.1853302743226,SHORT,LONG,SHORT,HOLD,SHORT,True,False,True,False,True,BEARISH,,,BULL,"{'bull_divergence': np.False_, 'bear_divergence': np.False_}"
7673,LONG,70.8,SIDEWAYS,-299.295613795789,LONG,LONG,HOLD,HOLD,LONG,True,True,False,False,True,,,,BULL,"{'bull_divergence': np.False_, 'bear_divergence': np.True_}"
7698,SHORT,100.0,SIDEWAYS,237.81992538613008,SHORT,SHORT,SHORT,LONG,HOLD,True,True,True,False,False,BEARISH,,BEARISH_FVG,BULL,"{'bull_divergence': np.False_, 'bear_divergence': np.False_}"
7788,SHORT,76.8,SIDEWAYS,80.02366819064189,LONG,HOLD,SHORT,LONG,SHORT,False,False,True,False,True,,,,BEAR,"{'bull_divergence': np.False_, 'bear_divergence': np.False_}"
7797,LONG,100.0,SIDEWAYS,-379.50545206259653,LONG,LONG,LONG,LONG,HOLD,True,True,True,True,False,BULLISH,BULLISH_CHOCH,BULLISH_FVG,BEAR,"{'bull_divergence': np.False_, 'bear_divergence': np.False_}"
7848,SHORT,71.5,SIDEWAYS,-327.87249046356385,SHORT,SHORT,HOLD,HOLD,HOLD,True,True,False,False,False,BEARISH,,BEARISH_FVG,BEAR,"{'bull_divergence': np.False_, 'bear_divergence': np.False_}"
